"id","cooks_distance","converged","message"
"289",0.000587785688242179,TRUE,NA
"291",0.0102025872174727,TRUE,NA
"292",0.0123069186159431,TRUE,NA
"294",0.00050100796027148,TRUE,NA
"295",0.00255624699511821,TRUE,NA
"296",0.00109751355564554,TRUE,NA
"300",0.000504388361112083,TRUE,NA
"301",0.00125026595587191,TRUE,NA
"303",0.000144350990618098,TRUE,NA
"304",0.00170624494042559,TRUE,NA
"305",0.00283635292426689,TRUE,NA
"306",0.000667507235644338,TRUE,NA
"307",0.000353781001548913,TRUE,NA
"309",0.00131402110479727,TRUE,NA
"310",0.000486253661061698,TRUE,NA
"313",0.00059802348110819,TRUE,NA
"314",0.000316405762369585,TRUE,NA
"315",0.00177844797633716,TRUE,NA
"317",0.00443142725996877,TRUE,NA
"318",2.16064032044201e-05,TRUE,NA
"319",0.00293119424040575,TRUE,NA
"321",0.00144660953362611,TRUE,NA
"323",0.00012058481053524,TRUE,NA
"326",0.00089091786139407,TRUE,NA
"327",5.69105142705792e-06,TRUE,NA
"330",0.00224413306747144,TRUE,NA
"331",0.000959178498282445,TRUE,NA
"332",0.00663967703146416,TRUE,NA
"333",0.000263604981078026,TRUE,NA
"334",0.000195694560125833,TRUE,NA
"336",0.0125266113438556,TRUE,NA
"337",0.00374817242432532,TRUE,NA
"338",0.000253405779498205,TRUE,NA
"339",0.000450443451665738,TRUE,NA
"341",0.00203385570804079,TRUE,NA
"344",0.00346888726454886,TRUE,NA
"345",0.0205049756110648,TRUE,NA
"348",0.000744353005743766,TRUE,NA
"350",0.000621413788401554,TRUE,NA
"351",0.00149188366685973,TRUE,NA
"353",0.00270548272824852,TRUE,NA
"354",0.00150176964421727,TRUE,NA
"355",0.00166182153576106,TRUE,NA
"358",0.00045937097102439,TRUE,NA
"359",0.000798586407132051,TRUE,NA
"360",0.000820505557863647,TRUE,NA
"362",0.00131138834921453,TRUE,NA
"363",0.00477158021946177,TRUE,NA
"364",0.00191423415069071,TRUE,NA
"365",0.000475495059473445,TRUE,NA
"366",0.00214930798091234,TRUE,NA
"368",3.60743141499394e-05,TRUE,NA
"370",0.00544789538140695,TRUE,NA
"372",0.00188889237729915,TRUE,NA
"373",0.000891054223556869,TRUE,NA
"376",0.000893471610928529,TRUE,NA
"378",0.00197218537243663,TRUE,NA
"381",0.000684438278649293,TRUE,NA
"382",0.00103743247257902,TRUE,NA
"384",0.000110762331920273,TRUE,NA
"385",0.00122811542325076,TRUE,NA
"386",0.00287595883600829,TRUE,NA
"388",0.000642647050149489,TRUE,NA
"391",0.000770445941630236,TRUE,NA
"392",0.000185775256880165,TRUE,NA
"393",0.00253811504140504,TRUE,NA
"394",0.000601787748957631,TRUE,NA
"395",5.63193232939628e-05,TRUE,NA
"399",0.000911840005940308,TRUE,NA
"400",0.00181881366874958,TRUE,NA
"401",7.09656749852561e-05,TRUE,NA
"404",0.00107681953381697,TRUE,NA
"405",0.000681677841835944,TRUE,NA
"406",2.75962989503383e-05,TRUE,NA
"407",0.0016385655358203,TRUE,NA
"409",0.000216532981969028,TRUE,NA
"410",0.00133154007165089,TRUE,NA
"411",0.000558957149940666,TRUE,NA
"412",0.000510591035797629,TRUE,NA
"413",0.00391944999692466,TRUE,NA
"414",0.000475146681775814,TRUE,NA
"416",0.000817932544728993,TRUE,NA
"417",0.000529962472761623,TRUE,NA
"418",0.000772812072218635,TRUE,NA
"420",0.000708775471805045,TRUE,NA
"421",0.00198026853128386,TRUE,NA
"423",0.000421287331033558,TRUE,NA
"424",0.00154176455625567,TRUE,NA
"425",0.000440115647200382,TRUE,NA
"426",9.55409983917909e-05,TRUE,NA
"428",0.00169856874732378,TRUE,NA
"429",0.00323397166050914,TRUE,NA
"431",0.00303891620807304,TRUE,NA
"432",0.000133153663890975,TRUE,NA
"433",0.00187920117250909,TRUE,NA
"434",6.28932092266655e-05,TRUE,NA
"435",0.000310201749532952,TRUE,NA
"436",0.00140755077127256,TRUE,NA
"437",0.00230203711135752,TRUE,NA
"438",0.00610437091940103,TRUE,NA
"439",0.00141366721829451,TRUE,NA
"441",0.000870796560506753,TRUE,NA
"442",0.00142777202557565,TRUE,NA
"446",0.00313131814689223,TRUE,NA
"447",0.001048779340808,TRUE,NA
"448",0.000615314065430475,TRUE,NA
"449",0.000228448513211933,TRUE,NA
